0,1,2
3725,8692,2
3726,8692,2
3727,8692,2
3728,8692,2
3729,8692,2
3730,8692,2
3733,8692,2
3732,8692,2
3734,8692,2
3735,8692,2
3736,8692,2
3738,8692,2
3737,8692,2
3739,8692,2
3740,8692,2
3731,8692,2
3742,8692,2
3743,8692,2
3744,8692,2
3745,8692,2
3741,8692,2
3746,8692,2
3747,8692,2
3748,8692,2
3749,8692,2
3750,8692,2
3751,8692,2
3753,8692,2
3752,8692,2
3754,8692,2
3755,8692,2
3756,8692,2
3757,8692,2
3758,8692,2
3759,8692,2
3760,8692,2
3761,8692,2
3762,8692,2
3763,8692,2
3764,8692,2
3765,8692,2
3766,8692,2
3767,8692,2
3769,8692,2
3768,8692,2
3770,8692,2
3771,8692,2
3772,8692,2
3773,8692,2
3774,8692,2
3775,8692,2
3776,8692,2
3777,8692,2
3778,8692,2
3779,8692,2
3780,8692,2
3781,8692,2
3782,8692,2
3783,8692,2
3784,8692,2
3785,8692,2
3786,8692,2
3787,8692,2
3788,8692,2
3789,8692,2
3790,8692,2
3791,8692,2
3792,8692,2
3793,8692,2
3794,8692,2
3795,8692,2
3796,8692,2
3797,8692,2
3798,8692,2
3799,8692,2
3800,8692,2
3801,8692,2
3802,8692,2
3803,8692,2
3804,8692,2
3805,8692,2
3806,8692,2
3808,8692,2
3807,8692,2
3809,8692,2
3810,8692,2
3811,8692,2
3812,8692,2
3813,8692,2
3814,8692,2
3815,8692,2
3816,8692,2
3817,8692,2
3819,8692,2
3820,8692,2
3821,8692,2
3822,8692,2
3823,8692,2
3824,8692,2
3825,8692,2
3826,8692,2
3827,8692,2
3828,8692,2
3829,8692,2
3830,8692,2
3832,8692,2
3831,8692,2
3833,8692,2
3834,8692,2
3835,8692,2
3836,8692,2
3837,8692,2
3838,8692,2
3839,8692,2
3840,8692,2
3841,8692,2
3843,8692,2
3842,8692,2
3844,8692,2
3845,8692,2
3846,8692,2
3847,8692,2
3849,8692,2
3848,8692,2
3850,8692,2
3851,8692,2
3852,8692,2
3853,8692,2
3854,8692,2
3855,8692,2
3856,8692,2
3857,8692,2
3858,8692,2
3859,8692,2
3860,8692,2
3861,8692,2
3862,8692,2
3863,8692,2
3864,8692,2
3865,8692,2
3866,8692,2
3867,8692,2
3868,8692,2
3869,8692,2
3870,8692,2
3871,8692,2
3872,8692,2
3873,8692,2
3874,8692,2
3875,8692,2
3876,8692,2
3877,8692,2
3878,8692,2
3879,8692,2
3880,8692,2
3881,8692,2
3882,8692,2
3883,8692,2
3884,8692,2
3885,8692,2
3886,8692,2
3887,8692,2
3888,8692,2
3889,8692,2
3890,8692,2
3891,8692,2
3892,8692,2
3893,8692,2
3894,8692,2
3895,8692,2
3896,8692,2
3898,8692,2
3897,8692,2
3900,8692,2
3899,8692,2
3901,8692,2
3902,8692,2
3903,8692,2
3905,8692,2
3906,8692,2
3907,8692,2
3908,8692,2
3909,8692,2
3910,8692,2
3911,8692,2
3912,8692,2
3913,8692,2
3914,8692,2
3915,8692,2
3917,8692,2
3918,8692,2
3919,8692,2
3920,8692,2
3916,8692,2
3921,8692,2
3922,8692,2
3923,8692,2
3924,8692,2
3925,8692,2
3926,8692,2
3927,8692,2
3928,8692,2
3929,8692,2
3930,8692,2
3931,8692,2
3932,8692,2
3933,8692,2
3934,8692,2
3935,8692,2
3936,8692,2
3938,8692,2
3937,8692,2
3939,8692,2
3940,8692,2
3941,8692,2
3942,8692,2
3944,8692,2
3943,8692,2
3946,8692,2
3945,8692,2
3947,8692,2
3948,8692,2
3949,8692,2
3950,8692,2
3951,8692,2
3952,8692,2
3953,8692,2
3954,8692,2
3955,8692,2
3956,8692,2
3957,8692,2
3904,8692,2
3959,8692,2
3958,8692,2
3960,8692,2
3961,8692,2
3962,8692,2
3963,8692,2
3964,8692,2
3965,8692,2
3966,8692,2
3967,8692,2
3968,8692,2
3969,8692,2
3970,8692,2
3971,8692,2
3972,8692,2
3974,8692,2
3975,8692,2
3976,8692,2
3977,8692,2
3973,8692,2
3978,8692,2
3979,8692,2
3980,8692,2
3981,8692,2
3982,8692,2
3983,8692,2
3984,8692,2
3985,8692,2
3986,8692,2
3988,8692,2
3989,8692,2
3990,8692,2
3987,8692,2
3991,8692,2
3992,8692,2
3993,8692,2
3994,8692,2
3995,8692,2
3996,8692,2
3997,8692,2
3998,8692,2
3999,8692,2
4000,8692,2
4001,8692,2
4003,8692,2
4002,8692,2
4004,8692,2
4005,8692,2
4006,8692,2
4007,8692,2
4008,8692,2
4009,8692,2
4011,8692,2
4010,8692,2
4012,8692,2
4013,8692,2
4014,8692,2
4015,8692,2
4016,8692,2
4017,8692,2
4018,8692,2
4019,8692,2
4020,8692,2
4021,8692,2
4022,8692,2
4023,8692,2
4024,8692,2
4025,8692,2
4026,8692,2
4027,8692,2
4028,8692,2
4029,8692,2
4030,8692,2
4031,8692,2
4032,8692,2
4033,8692,2
4034,8692,2
4035,8692,2
4036,8692,2
4037,8692,2
4038,8692,2
4040,8692,2
4039,8692,2
4042,8692,2
4043,8692,2
4044,8692,2
4045,8692,2
4046,8692,2
4047,8692,2
4048,8692,2
4050,8692,2
4049,8692,2
4052,8692,2
4051,8692,2
4054,8692,2
4053,8692,2
4055,8692,2
4056,8692,2
4057,8692,2
4058,8692,2
4059,8692,2
4060,8692,2
4061,8692,2
4062,8692,2
4063,8692,2
4064,8692,2
4065,8692,2
4066,8692,2
4067,8692,2
4069,8692,2
4068,8692,2
4070,8692,2
4071,8692,2
4072,8692,2
4073,8692,2
4074,8692,2
4076,8692,2
4075,8692,2
4077,8692,2
4078,8692,2
4079,8692,2
4080,8692,2
4081,8692,2
4082,8692,2
4083,8692,2
4084,8692,2
4085,8692,2
4087,8692,2
4086,8692,2
4088,8692,2
4090,8692,2
4089,8692,2
4092,8692,2
4093,8692,2
4094,8692,2
4095,8692,2
4096,8692,2
4097,8692,2
4098,8692,2
4100,8692,2
4099,8692,2
4101,8692,2
4102,8692,2
4103,8692,2
4105,8692,2
4104,8692,2
4106,8692,2
4107,8692,2
4091,8692,2
4041,8692,2
4108,8692,2
4109,8692,2
4110,8692,2
4111,8692,2
4112,8692,2
4113,8692,2
4114,8692,2
4115,8692,2
4116,8692,2
4117,8692,2
4118,8692,2
4119,8692,2
4120,8692,2
4121,8692,2
4123,8692,2
4124,8692,2
4125,8692,2
4126,8692,2
4127,8692,2
4128,8692,2
4129,8692,2
4132,8692,2
4131,8692,2
4133,8692,2
4134,8692,2
4135,8692,2
4137,8692,2
4136,8692,2
4138,8692,2
