0,1,2
8692,13975,2
8692,16472,2
8692,6355,2
8692,12743,2
8692,12122,2
8692,15530,2
8692,14821,2
8692,16304,2
8692,7408,2
8692,8667,2
8692,13482,2
8692,574,2
8692,7527,2
8692,10926,2
8692,16092,2
8692,13016,2
8692,14844,2
8692,16779,2
8692,3684,2
8692,17829,2
8692,14193,2
8692,6719,2
8692,9900,2
8692,9497,2
8692,7690,2
8692,3107,2
8692,4946,2
8692,5943,2
8692,3438,2
8692,18297,2
8692,15637,2
8692,166,2
8692,13118,2
8692,8278,2
8692,8885,2
8692,4311,2
8692,10803,2
8692,9715,2
8692,18463,2
8692,2829,2
8692,6696,2
8692,1156,2
8692,16002,2
8692,700,2
8692,14112,2
8692,2656,2
8692,9916,2
8692,3125,2
8692,6373,2
8692,3010,2
8692,3102,2
8692,1353,2
8692,17731,2
8692,6926,2
8692,2343,2
8692,11697,2
8692,12313,2
8692,6340,2
8692,10680,2
8692,15948,2
8692,9798,2
8692,1736,2
8692,5358,2
8692,3115,2
8692,12628,2
8692,5262,2
8692,1575,2
8692,3320,2
8692,17146,2
8692,9659,2
8692,15755,2
8692,5317,2
8692,10422,2
8692,13001,2
8692,6225,2
8692,260,2
8692,8430,2
8692,17320,2
8692,15983,2
8692,917,2
8692,3500,2
8692,18045,2
8692,4600,2
8692,15683,2
8692,9535,2
8692,7900,2
8692,14918,2
8692,5758,2
8692,9126,2
8692,1562,2
8692,5119,2
8692,16573,2
8692,13164,2
8692,5197,2
8692,12056,2
8692,16909,2
8692,4759,2
8692,1716,2
8692,8245,2
8692,10225,2
8692,7309,2
8692,5563,2
8692,3243,2
8692,15325,2
8692,10539,2
8692,9486,2
8692,12802,2
8692,1307,2
8692,9888,2
8692,538,2
8692,2856,2
8692,2822,2
8692,4265,2
8692,5564,2
8692,12579,2
8692,1540,2
8692,14671,2
8692,17893,2
8692,5884,2
8692,7746,2
8692,11641,2
8692,12825,2
8692,733,2
8692,14887,2
8692,8016,2
8692,9361,2
8692,6735,2
8692,6590,2
8692,12173,2
8692,601,2
8692,14645,2
8692,18400,2
8692,2832,2
8692,5301,2
8692,4205,2
8692,15510,2
8692,890,2
8692,18220,2
8692,8339,2
8692,18382,2
8692,14416,2
8692,7777,2
8692,11032,2
8692,2287,2
8692,3938,2
8692,10994,2
8692,8884,2
8692,4224,2
8692,15026,2
8692,10777,2
8692,7582,2
8692,2959,2
8692,13075,2
8692,1140,2
8692,10508,2
8692,17619,2
8692,16417,2
8692,1983,2
8692,12492,2
8692,9611,2
8692,15668,2
8692,201,2
8692,9693,2
8692,3815,2
8692,4165,2
8692,2302,2
8692,7618,2
8692,345,2
8692,16457,2
8692,9968,2
8692,2676,2
8692,1614,2
8692,17358,2
8692,9263,2
8692,14563,2
8692,4830,2
8692,6295,2
8692,11902,2
8692,6237,2
8692,17482,2
8692,15617,2
8692,11981,2
8692,18680,2
8692,13189,2
8692,2815,2
8692,852,2
8692,18012,2
8692,13208,2
8692,18172,2
8692,3458,2
8692,7643,2
8692,1455,2
8692,476,2
8692,3808,2
8692,4456,2
8692,11249,2
8692,16849,2
8692,10815,2
8692,9707,2
8692,13967,2
8692,7098,2
8692,10206,2
8692,10439,2
8692,16865,2
8692,16853,2
8692,12285,2
8692,78,2
8692,17425,2
8692,16721,2
8692,18131,2
8692,17222,2
8692,3463,2
8692,690,2
8692,742,2
8692,11894,2
8692,18511,2
8692,8668,2
8692,15682,2
8692,3863,2
8692,1297,2
8692,17861,2
8692,4133,2
8692,10091,2
8692,13260,2
8692,3963,2
8692,329,2
8692,364,2
8692,12523,2
8692,17875,2
8692,17976,2
8692,17034,2
8692,15912,2
8692,12552,2
8692,1177,2
8692,8211,2
8692,13271,2
8692,9172,2
8692,7918,2
8692,1355,2
8692,10938,2
8692,15054,2
8692,15787,2
8692,6504,2
8692,3581,2
8692,8633,2
8692,11884,2
8692,3822,2
8692,7019,2
8692,5917,2
8692,7169,2
8692,6578,2
8692,15275,2
8692,3788,2
8692,656,2
8692,3556,2
8692,11840,2
8692,18136,2
8692,7393,2
8692,13338,2
8692,2651,2
8692,9646,2
8692,9239,2
8692,5426,2
8692,887,2
8692,14389,2
8692,7338,2
8692,8556,2
8692,295,2
8692,11152,2
8692,18319,2
8692,11378,2
8692,7313,2
8692,8308,2
8692,6794,2
8692,6200,2
8692,17705,2
8692,5019,2
8692,8503,2
8692,13540,2
8692,7427,2
8692,17039,2
8692,8559,2
8692,1304,2
8692,591,2
8692,12576,2
