0,1,2
10219,17116,2
10219,5403,2
10219,15621,2
10219,10178,2
10219,11568,2
10219,14487,2
10219,16862,2
10219,9231,2
10219,14890,2
10219,16975,2
10219,283,2
10219,3626,2
10219,2898,2
10219,9304,2
10219,13230,2
10219,12150,2
10219,12613,2
10219,12334,2
10219,987,2
10219,13499,2
10219,3979,2
10219,11748,2
10219,3420,2
10219,7603,2
10219,12370,2
10219,17289,2
10219,7766,2
10219,18173,2
10219,14589,2
10219,5059,2
10219,7873,2
10219,6889,2
10219,16570,2
10219,492,2
10219,662,2
10219,3372,2
10219,244,2
10219,11354,2
10219,9529,2
10219,9200,2
10219,8007,2
10219,16088,2
10219,15691,2
10219,17255,2
10219,4999,2
10219,889,2
10219,11816,2
10219,8405,2
10219,317,2
10219,5502,2
10219,4214,2
10219,16216,2
10219,8419,2
10219,11248,2
10219,191,2
10219,17258,2
10219,2690,2
10219,16999,2
10219,3745,2
10219,6309,2
10219,11583,2
10219,7720,2
10219,5288,2
10219,8965,2
10219,13219,2
10219,4298,2
10219,3536,2
10219,5353,2
10219,16906,2
10219,13096,2
10219,11662,2
10219,17685,2
10219,6610,2
10219,7447,2
10219,10990,2
10219,12312,2
10219,17066,2
10219,17287,2
10219,15678,2
10219,3116,2
10219,6498,2
10219,16047,2
10219,10146,2
10219,4420,2
10219,13055,2
10219,3172,2
10219,12501,2
10219,1294,2
10219,15279,2
10219,9491,2
10219,6921,2
10219,9726,2
10219,6315,2
10219,7728,2
10219,15675,2
10219,3030,2
10219,1468,2
10219,7839,2
10219,4435,2
10219,5498,2
10219,3336,2
10219,856,2
10219,5794,2
10219,5942,2
10219,11930,2
10219,8599,2
10219,1288,2
10219,16045,2
10219,14410,2
10219,1547,2
10219,16397,2
10219,14546,2
10219,15364,2
10219,17257,2
10219,13117,2
10219,3240,2
10219,17807,2
10219,6330,2
10219,15968,2
10219,18310,2
10219,17272,2
10219,6013,2
10219,13563,2
10219,14429,2
10219,4464,2
10219,4013,2
10219,5446,2
10219,9874,2
10219,14799,2
10219,15074,2
10219,17674,2
10219,15742,2
10219,9243,2
10219,9308,2
10219,2454,2
10219,14484,2
10219,3272,2
10219,11007,2
10219,1927,2
10219,13661,2
10219,12603,2
10219,17724,2
10219,3799,2
10219,9769,2
10219,9998,2
10219,18127,2
10219,11283,2
10219,16764,2
10219,415,2
10219,9426,2
10219,4924,2
10219,7184,2
10219,1154,2
10219,12605,2
10219,14700,2
10219,11675,2
10219,14427,2
10219,4337,2
10219,10403,2
10219,1673,2
10219,16589,2
10219,15264,2
10219,11140,2
10219,15569,2
10219,10328,2
10219,8988,2
10219,1921,2
10219,14498,2
10219,11129,2
10219,4078,2
10219,3584,2
10219,5854,2
10219,12689,2
10219,10622,2
10219,5285,2
10219,12602,2
10219,5144,2
10219,9881,2
10219,879,2
10219,1016,2
10219,2596,2
10219,15010,2
10219,12232,2
10219,16001,2
10219,8184,2
10219,1057,2
10219,4410,2
10219,3805,2
10219,15129,2
10219,17857,2
10219,5263,2
10219,3982,2
10219,18138,2
10219,4868,2
10219,15282,2
10219,4313,2
10219,15293,2
10219,17373,2
10219,12623,2
10219,5155,2
10219,9911,2
10219,15911,2
10219,7808,2
10219,1507,2
10219,3520,2
10219,3307,2
10219,5488,2
10219,11999,2
10219,17383,2
10219,7472,2
10219,3738,2
10219,3308,2
10219,264,2
10219,16931,2
10219,664,2
10219,14111,2
10219,11834,2
10219,4323,2
10219,10675,2
10219,12369,2
10219,3947,2
10219,10305,2
10219,8288,2
10219,3093,2
10219,10865,2
10219,11359,2
10219,11846,2
10219,12795,2
10219,523,2
10219,12446,2
10219,15580,2
10219,15923,2
10219,9625,2
10219,4609,2
10219,16720,2
10219,4024,2
10219,9816,2
10219,10839,2
10219,17986,2
10219,15501,2
